PM10Lehen,NOXLehen,RFLehen,LTLehen,O3Lehen,PM10Rud,MOXRud,RPRud,LTRud,CORud,WG,WT,GS
16.9,25.7,92,4.1,7,20.6,32.6,94,3.7,0.39,1.2,149,5
16.3,25.8,92,4.1,7,19.3,23.8,93,3.6,0.35,1,160,5
14,13.2,91,4,21,15.5,32.3,94,3.5,0.37,1.1,154,6
14.6,12.7,91,4,18,18.1,34.1,94,3.4,0.37,1,141,5
13.6,12.6,90,3.9,19,17,33.3,94,3.4,0.35,1.4,149,6
12.6,11,89,3.9,21,15.4,24.4,94,3.4,0.32,2.1,144,5
11.6,9.5,86,4.1,29,13.4,30.8,92,3.5,0.37,2.5,157,6
NaN,10.3,85,4.2,24,13.6,31.6,91,3.6,0.28,2.9,140,5
12.2,11.3,86,4.2,23,11.8,70,89,3.9,0.37,1.5,154,6
11.8,21.4,86,4.2,9,19.9,106.4,88,4,0.43,1.5,174,4
12.7,27.5,87,4.3,4,22.7,171.3,88,4,0.59,0.9,154,5
13,36.9,86,4.3,2,22.3,227.9,87,4.1,0.67,1.6,132,4
12.1,30.2,84,4.4,7,29,285.4,87,4.2,0.86,2.6,144,5
10.8,26.3,82,4.5,14,31.5,167,86,4.1,0.56,3.8,156,8
8.9,16.8,79,4.8,26,23.8,123.5,82,4.5,0.53,3.9,147,17
8.6,16.2,79,4.9,25,22.1,129.7,80,4.7,0.46,3.2,145,39
8.6,17,77,5.2,24,29.7,191.4,80,5,0.6,2.9,143,67
7.3,17.8,74,5.7,27,36.5,196.5,77,5.5,0.56,3.2,151,78
6.9,14.1,73,5.8,32,37.2,131.7,74,5.8,0.46,3.3,151,96
6.2,14.3,71,6.1,35,35.3,132.1,71,6.2,0.43,2.9,145,145
5.8,NaN,70,6.4,33,31.2,137.7,71,6.4,0.46,2.1,147,92
6,NaN,70,6.5,31,29.6,126,71,6.5,0.44,2.4,148,95
NaN,18.9,69,7,28,34,161.3,71,6.8,0.56,1.6,156,152
6.1,18.2,66,7.4,29,30.3,116.8,68,7.1,0.5,1.1,193,91
10.2,30.7,72,7.2,15,28.7,152.2,67,7.1,0.57,1.4,314,71
17.4,55,80,6.8,4,34.2,170.1,67,7.1,0.64,0.6,326,62
21.2,62.8,81,6.8,3,36.1,193.3,69,7,0.67,0.1,282,38
22.3,73.6,82,6.4,NaN,38,189.3,70,6.9,0.67,0.4,332,25
23.6,107.5,82,6.4,2,37.6,126.3,71,6.7,0.6,0.8,336,18
25.9,99.2,82,6.3,2,33.9,135.8,77,6.4,0.61,1,344,10
27.6,92.3,82,6.1,2,41.7,164.5,79,6.3,0.7,0.9,318,6
35.3,101.2,82,6,2,46.1,232.5,79,6.3,1.16,1.3,237,4
27.6,105.4,80,6.1,2,50.3,230.9,82,6,1.09,2,138,5
34.7,82.2,78,6.3,2,44.8,128.6,81,5.9,0.69,1.1,39,4
24.5,73.7,81,5.9,7,25.8,98.1,77,6,0.47,1.5,300,5
10.5,25.6,81,5.5,37,19.6,114.6,83,5.3,0.57,2.3,118,4
8.6,21.5,82,5.4,42,14.2,106.5,88,4.9,0.51,4,129,6
8.4,17.3,82,5.5,47,13.9,65.1,88,4.9,0.37,2.8,135,4
9.9,16.6,82,5.6,46,7.8,58.3,86,5,0.38,3,258,6
14.5,25.7,88,5.3,24,7.2,73.7,85,5.2,0.41,1.5,284,4
14.2,25.4,91,5,21,14.4,89.9,90,4.8,0.53,1.1,141,6
22.3,29.3,92,5,15,15.7,78.3,92,4.7,0.52,1.2,140,5
14.7,27,92,5.1,17,14.3,80.3,94,4.5,0.43,1.1,141,6
14.8,24.6,93,4.9,15,10.2,NaN,94,4.4,0.39,1,142,4
13.2,25,94,4.8,17,12.1,52.4,95,4.3,0.4,1.5,141,6
13.6,17.2,94,4.7,28,8.4,42,96,4.1,NaN,2.1,141,4
13.3,15,94,4.8,32,14.8,29.7,96,4.1,0.32,2.6,123,5
16.7,22.3,94,4.7,17,9.6,23.6,96,4.1,0.31,1.5,34,4
17,26.6,95,4.6,14,10.5,20.4,96,4,0.25,1.6,102,5
11.3,11.6,95,4.6,39,8.4,13.4,96,3.9,0.23,0.3,155,4
10.7,9,94,4.4,42,8.2,13.1,96,3.9,0.23,0.5,45,5
16.9,10.8,94,4.6,34,6,19.7,96,3.9,0.25,1.3,35,4
32,18,94,4.3,10,4.2,19.1,96,4.1,0.27,0.8,335,5
NaN,17.7,95,4.4,13,13.2,21.6,95,4,0.26,1.1,315,4
34.3,26.9,95,4.2,1,11.4,27.2,95,4.1,0.29,0.8,301,5
34.2,27.1,95,4.2,1,13.7,45,96,4,0.32,0.7,137,4
36,28.8,95,4.2,1,19.6,72.5,96,4,0.37,1.3,286,5
36,34.9,95,4.2,1,18.6,84,96,4,0.43,0.8,326,4
35.4,33.3,95,4.2,1,22.7,107.1,96,4.1,0.5,1.1,321,5
37.3,33.7,94,4.1,1,25.6,137.4,96,4.2,0.58,1.3,319,3
NaN,35.5,94,4.1,1,29.6,156.2,96,4.2,0.6,1,319,6
35.9,31,94,4,2,30.4,104.4,96,4,0.56,1,317,10
34.6,34.7,94,4,2,28.3,121.8,96,4.1,0.59,1.1,334,20
33.2,37.8,94,4.2,3,39.5,86.5,96,4.2,0.51,0.7,339,30
32.6,46.1,93,4.5,3,36.7,NaN,96,4.3,0.49,0.5,2,43
33.9,49.5,92,4.7,3,29,96.5,95,4.4,0.46,1.2,346,57
34.6,NaN,89,4.9,NaN,34.7,81.6,92,4.4,0.45,1.3,350,51
34.1,30.2,88,4.9,7,26.9,91.3,88,4.5,0.45,1.3,346,66
33.8,31,88,5.1,7,31.5,72.3,88,4.7,0.43,0.9,359,90
31.9,31.9,88,5.1,8,33.8,59,87,5.1,0.42,0.9,54,101
29.8,29.5,87,5.4,9,40,133,85,5.4,0.51,0.9,166,104
27.7,NaN,85,5.5,11,44.6,146.6,83,5.7,0.58,0.5,153,123
23.4,32.2,84,5.7,14,49.4,165.3,83,6,0.57,0.5,127,149
17.7,30.9,84,6,17,45.7,155.1,82,6.1,0.57,0.6,171,143
22.1,39.3,84,6.1,10,41.2,187.4,82,6.3,0.65,0.6,209,110
23.9,43.4,84,6.2,7,40.3,117.3,83,6.1,0.57,0.7,232,75
28,46.4,84,6,5,30.5,47.9,85,5.8,0.33,1.3,253,53
27.2,57.2,87,5.5,NaN,15.7,110.8,86,5.5,0.51,1.4,234,20
29.2,57,91,4.7,2,25.4,171.3,89,4.9,0.75,1.2,178,6
21.6,50.8,91,4.3,1,48.1,197.1,91,4.4,0.95,1.2,158,3
31.8,55,92,3.9,2,45.6,177.4,92,4.3,0.81,0.8,122,4
NaN,67.6,93,3.7,2,35,106.5,93,4.2,0.56,0.5,82,4
29.4,91.6,94,3.4,1,36.1,238.5,93,3.9,1.11,0.9,332,5
38.8,118,94,3.6,3,44.2,201.4,94,3.6,0.89,1.3,320,4
38.6,95.1,94,3.8,2,48.8,173.7,95,2.9,0.95,0.5,244,5
30.3,61.5,94,4,1,50.6,172.9,95,3,1.02,0.6,249,4
31.1,43.9,93,4,1,50.1,145.9,95,3.2,0.85,0.8,192,5
26.5,47.5,94,3.5,1,41.7,95.4,95,3,0.64,1.5,173,4
23.5,33.1,95,3.3,1,33.9,92.2,96,3,0.55,1,187,5
21.9,29.1,95,3.2,5,30.1,82.1,96,2.9,0.48,0.6,169,4
20.3,21.5,95,3.3,7,23.5,69.1,97,2.9,0.41,1,178,5
20.5,21.5,95,3.2,6,20.8,62,97,2.8,0.36,0.8,173,4
20.2,22.4,95,3.2,5,22.9,42.6,97,2.7,0.35,0.4,25,5
20.5,24,95,3.1,3,21.6,NaN,97,2.6,0.35,1.1,135,4
20.4,25.2,94,2.9,2,19.4,35.3,97,2.6,0.34,1.1,218,5
21.7,26.6,93,2.9,2,17.1,36.6,97,2.4,NaN,1,272,4
25.8,24.3,85,2.8,3,18.4,31,89,2.6,0.41,1.6,331,5
29.3,20.8,84,2.7,7,24.5,28.6,86,2.4,0.35,2.3,343,4
29.4,20.1,85,2.8,6,26.6,27.4,85,2.5,0.34,1.2,19,5
27.4,20.5,88,2.4,7,24.7,29.3,87,2.1,0.35,0.6,282,4
28.1,20.2,92,1.6,7,21.7,33.1,91,1.4,0.35,1.4,79,5
28.3,24.8,94,1.4,4,22.9,32.2,93,1.3,0.37,1,108,4
26.4,25.5,94,1.7,4,29.2,25,94,1.5,0.36,1.3,38,5
23.2,26.2,94,1.5,6,22.3,25.3,94,1.3,0.3,1.3,61,3
17.9,25.2,94,1.7,7,14.3,63.7,95,1.5,0.38,1.2,151,5
15.1,29.5,94,2,4,20.6,64.9,95,1.6,0.4,1.3,151,4
13.7,22.6,94,2.2,10,23.4,119.5,95,1.7,0.57,1.7,152,5
14.9,31.7,93,2.5,3,25.3,161,96,1.6,0.7,1.7,141,3
15.8,33.3,94,2.5,1,27.6,181.6,95,1.7,0.68,1.1,122,5
18.8,52.3,94,2.6,2,29.9,181.9,95,1.8,0.64,0.8,100,6
17.6,53.2,94,2.6,2,29.4,191.3,95,2.1,0.69,1.2,112,12
16.7,50.7,94,2.8,2,33.6,165.6,95,2.3,0.6,1.2,130,17
19.4,71.2,94,3,2,30,164.2,94,2.5,0.64,0.8,163,17
19.2,62.3,93,3,3,26.9,138,94,2.7,0.53,0.3,143,14
16.2,50.3,93,3.1,7,25.2,81.6,94,2.6,0.41,0.4,345,24
10.8,35.6,92,3.1,14,17.4,107.9,94,2.7,0.47,2.1,323,33
9.4,27.6,92,3.4,19,14.2,98.8,93,2.8,0.42,1.8,323,85
7,23.1,90,3.5,22,16.9,100.6,92,3.1,0.46,0.5,295,93
6.1,23.5,89,3.9,21,16.1,117.5,90,3.5,0.47,1.8,145,133
6.8,25.2,89,4.2,16,9.5,145.8,89,3.8,0.61,2,142,82
7.3,30.6,89,4.1,9,14.7,137.9,88,3.8,0.69,1.3,118,60
7.6,NaN,90,4,14,11.7,106.2,90,3.6,0.47,1,55,28
10.2,24.2,90,4,18,11.3,76.5,91,3.6,0.39,2.3,332,33
10.2,20.6,89,4,23,12.1,65.3,91,3.7,0.4,2.9,330,46
10.2,23.3,88,4.1,19,12.9,69.8,90,3.9,0.37,1.8,321,20
9.4,26.4,89,4.1,13,10.6,76.3,90,3.8,0.45,2.4,331,10
10.1,32,88,4.2,10,11.3,94.7,89,4,0.46,3,324,4
10.2,31.9,89,4.1,NaN,10.8,144.2,88,4.1,0.72,2.4,153,3
12.5,35.1,88,4.1,8,18.6,146.1,90,3.9,0.72,1.3,138,4
12,43.8,90,4.1,1,18.7,165,91,3.6,0.78,1,138,4
10.9,49,91,3.9,1,21,170.5,92,3.5,0.86,1.5,149,4
19.3,57.3,92,3.8,2,28.9,175.4,93,3.4,0.89,0.6,191,4
16.8,55.7,93,3.6,2,24.4,166,94,3.3,0.71,0.4,266,6
16.7,45.4,93,3.7,2,21,126.2,95,3.3,0.63,0.4,284,4
12.9,38.4,93,3.7,7,22.3,106.2,95,3.5,0.58,0.7,294,5
7.5,15.6,85,4.2,38,16,45.4,90,3.8,0.34,3.8,288,4
10.8,21,83,4.1,25,2.9,26.9,80,4.1,0.3,4.4,304,5
12.4,23.1,83,3.9,20,4.7,34,81,3.9,0.33,3.6,322,3
NaN,17.5,82,4,26,6.4,34.8,80,4,0.31,3.5,313,5
10.4,13.5,85,3.7,28,11,30.9,82,3.8,0.34,2.5,285,4
10.5,14.1,90,3.4,25,9.7,25.5,87,3.4,0.3,2.6,311,5
5.9,7.2,91,1.9,48,8.5,17.1,91,1.8,0.26,3.3,346,3
7.5,7.8,93,1.8,44,3.2,15.4,93,1.3,0.24,2.2,4,5
8.7,8.9,93,1.9,38,4.3,NaN,93,1.6,0.27,2.6,333,4
9.5,9.6,93,2.2,31,10.3,22.4,93,1.8,0.26,3.3,317,6
NaN,8.6,91,2.3,32,13.1,18.4,93,1.9,NaN,2.3,296,4
9.5,9.3,91,2.3,29,7.7,18.2,92,2,0.27,2.9,323,6
13.2,15.7,91,2.2,17,6.5,23,92,1.9,0.3,3.2,318,5
12.7,14.3,90,2.3,19,9.5,26.8,92,1.9,0.29,3.9,308,6
11.9,15.8,90,2.1,19,9.6,16.7,89,1.9,0.29,4.2,303,4
8.7,13.3,90,1.7,24,9.3,20.5,90,1.6,0.3,1.8,276,5
8.1,13.5,88,1.9,24,12.9,46.7,89,1.8,0.31,1.9,308,4
7.3,14.4,84,2,21,11.1,32.3,84,2.1,0.3,1.9,266,5
7.3,15.2,82,2.2,18,10.6,39.8,82,2.2,0.31,1.3,256,4
8.3,18.4,80,2.4,16,10.6,63.4,78,2.4,0.34,2.3,316,4
8.6,18.3,80,2.4,15,4.4,52.8,78,2.4,0.34,3.2,318,3
11.7,25,81,2.4,9,13.5,103.4,79,2.5,0.49,2.6,312,5
12.1,28,82,2.4,7,15,81,78,2.6,0.4,3.1,307,6
11.9,24.1,80,2.3,15,16,73.5,78,2.4,0.4,3.8,299,10
11.3,19.9,76,2.5,24,18.8,80.9,73,2.6,0.39,4.1,264,13
10.9,18.9,74,2.4,33,14.5,68.3,73,2.5,0.36,3.2,289,17
10.2,16.9,76,2.3,36,13.1,74.8,74,2.4,0.35,3.9,288,19
14.6,20.6,85,1.5,28,18.4,72.7,82,1.7,0.35,2.9,310,25
13.6,20.8,87,1.3,28,13.6,65.9,87,1.4,0.34,3.3,306,27
15,19.3,92,0.8,29,15.9,82,91,0.9,0.36,2.2,328,31
20.4,25.3,91,1,19,16.7,72.4,92,1,0.38,2.1,322,30
16.5,26.7,90,1.2,15,18.4,78.2,90,1.3,0.44,3.3,295,23
15.9,25.6,89,1.2,17,17.6,68.6,88,1.3,0.44,5.3,292,21
14.7,18.7,90,0.5,24,12.7,60.4,90,0.4,0.37,4.1,341,17
12.7,18.6,89,0.4,29,10.9,48.6,91,0,0.34,4.1,339,18
10.4,18.4,85,0.2,35,9.4,47.9,86,-0.1,0.31,3.8,348,23
10.1,NaN,83,0.1,34,11.5,49.5,85,-0.3,0.34,3.3,339,19
9.6,22.7,83,0.1,30,10.7,42.9,82,-0.3,0.33,2.8,324,11
10.2,20.3,83,0.2,32,7.7,48.3,82,-0.3,0.32,2.5,325,5
NaN,16.5,81,0.2,39,13.3,51.7,81,-0.2,0.32,2.4,330,5
8.5,15.9,80,0.1,40,12,50.3,79,-0.3,0.4,3,349,3
7.8,13.3,79,-0.1,45,8.4,44.4,77,-0.5,0.31,2.5,343,5
7.2,16,78,-0.3,NaN,9.3,69.2,75,-0.6,0.38,1.2,339,4
7.6,17.9,75,-0.4,39,10.2,112.4,74,-0.5,0.47,0.7,18,5
7.8,21.1,74,-0.4,34,12.6,88.6,73,-0.5,0.42,0.6,46,5
NaN,22.8,74,-0.3,32,13.8,44.8,72,-0.5,0.27,0.4,357,6
7.7,19.2,75,-0.5,37,12,44.6,71,-0.7,0.31,1.3,6,5
9.1,19.5,76,-0.8,35,9,33.4,72,-0.8,0.26,1.2,26,6
8.2,19,75,-0.6,36,10.5,56.8,74,-0.6,0.36,1.1,333,5
11.4,23.8,76,-0.5,24,19.4,97.3,80,-0.6,0.59,0.6,241,6
14.4,37.3,79,-0.3,5,25.3,117.9,83,-0.8,0.67,1.1,215,5
14.8,30.3,82,-0.4,13,25.9,90.9,84,-1,0.51,1.5,151,6
13.8,27.2,81,-0.6,15,24.5,77,85,-1.1,0.47,1.1,143,4
16.3,26.7,84,-0.6,14,21.2,62.7,86,-1.1,0.38,0.5,122,5
18.4,22.3,84,-0.4,21,23.9,73.6,86,-1,0.4,0.4,135,4
20.5,27.4,83,-0.4,13,22.4,51.9,87,-0.9,0.34,0.5,115,5
NaN,30.8,85,-0.4,7,20.6,47.7,87,-0.9,0.31,1.1,152,5
23.3,28.2,86,-0.3,8,20.1,59.7,88,-0.9,0.36,1.6,144,6
NaN,22.2,86,-0.3,14,25.1,NaN,89,-1,0.41,1.1,110,5
26.4,22.4,86,-0.4,14,24,60.6,89,-1,0.39,1.4,130,6
28,24.6,87,-0.4,10,27.9,78,90,-1,NaN,2.1,141,5
27.9,25.3,86,-0.2,8,29.1,56.5,90,-1,0.37,1.1,126,6
27.8,28.3,87,-0.1,3,25.7,57.2,89,-0.7,0.44,0.7,103,7
27.2,26.8,90,-0.3,6,28.2,51.4,90,-0.9,0.37,0.8,118,8
29.2,21.9,91,-0.4,12,25.3,50.1,92,-0.8,0.4,1.1,117,6
21.8,18.2,90,-0.3,18,25.3,53.9,93,-0.8,0.42,1.5,134,7
25.6,22.8,89,0.2,12,28.9,56.8,93,-0.9,0.4,1,121,6
NaN,30,91,0,11,24.1,39.4,94,-0.8,0.32,1.7,42,7
24.3,19.3,93,-0.3,19,23.4,37.9,94,-0.8,0.31,1.5,9,5
29.8,19.8,93,-0.5,18,18.8,38.8,95,-0.9,0.33,1.5,344,6
25.9,19.4,93,-0.8,23,17.8,30,96,-1.3,0.31,2,351,7
23.2,18.8,92,-0.8,27,15.7,38.6,96,-1.3,0.31,1.8,342,13
23.9,21.5,93,-0.7,24,15.5,42.8,97,-1.4,0.3,2.1,334,14
17.5,18.4,91,-0.6,33,14.9,30.8,97,-1.6,0.29,1.8,323,19
20.1,20.1,90,-0.5,32,10.7,43.7,96,-1.4,0.32,0.8,329,24
19.5,26.6,90,-0.6,32,17.1,62.1,96,-1.2,0.35,0.5,325,27
20.2,17.6,88,-0.2,34,17.4,42.9,95,-0.9,0.31,0.5,332,30
NaN,25.2,89,-0.2,27,15.4,66.8,94,-0.7,0.41,0.9,330,31
26.4,22.6,90,-0.4,30,19.3,123,93,-0.7,0.54,1.3,331,27
26.1,19.7,91,-0.6,33,24.4,65.6,93,-0.7,0.41,2,324,20
24.8,20.5,92,-0.7,31,23.2,66.6,93,-0.9,0.4,2.3,331,22
19.7,17.5,91,-0.6,37,19.4,50,93,-1.1,0.37,2,335,23
20.1,18.4,90,-0.5,34,20.7,46.7,93,-1.1,0.34,2,326,20
21.9,20.9,90,-0.2,31,19.1,66.4,93,-1,0.38,1.8,325,21
25.3,19.7,88,-0.5,31,20,52.9,92,-1.1,0.36,1.7,321,14
28.3,22.3,89,-0.7,26,22.3,67.9,92,-1.2,0.44,1.7,323,10
33.8,NaN,90,-0.9,23,30.2,60,93,-1.4,0.41,1.8,333,5
NaN,19.5,90,-1.1,24,28.7,57.5,93,-1.5,0.4,0.8,310,4
33.7,22,90,-1.2,19,28.7,126.9,92,-1.3,0.59,0.9,226,3
38.7,35,90,-1.4,5,39.1,164.8,93,-1.5,0.82,0.3,154,4
37.6,46.1,91,-1.2,3,37.9,123.3,93,-1.6,0.64,0.4,31,3
35.2,46.6,90,-1.4,2,36,76.4,93,-1.7,0.49,1,358,5
35.2,39.6,90,-1.3,NaN,36.7,95.5,93,-1.5,0.58,1.7,329,3
36.7,41,90,-1.3,3,41.2,103.5,93,-1.4,0.54,1.5,312,4
38.7,40.1,91,-1.4,4,41.4,115.5,93,-1.5,0.62,1.5,323,4
46.2,35.2,91,-1.8,6,39.5,102.3,93,-1.7,0.74,1.2,316,5
43.8,32.1,91,-1.8,6,41.7,123.1,93,-1.8,0.82,0.9,316,4
40.9,29.9,90,-1.6,5,43.2,78.5,93,-2,0.67,1,325,5
40,26.9,90,-1.7,8,41.3,83.8,93,-2,0.63,1,325,4
41.5,25.8,91,-1.5,6,38.5,90.3,93,-2,0.56,0.7,336,5
40.5,32.3,89,-1.4,3,34.9,74.7,93,-2,0.54,0.4,209,4
43,31.1,91,-1.5,3,31,74.4,93,-2.1,0.49,0.5,204,5
41.4,28.9,90,-1.4,3,27.7,68.6,93,-2.2,0.51,1.1,206,4
43.2,23.7,90,-1.5,7,31,59.5,92,-2.4,0.48,1,221,5
43,22.2,91,-1.7,7,29.1,53.9,92,-2.5,0.47,0.6,192,4
42.6,23.7,91,-1.8,6,28.8,53.2,92,-2.4,0.44,0.8,145,5
38.3,22.8,90,-2,11,26.1,49.3,91,-2.4,0.4,1.1,146,5
35.4,20.5,89,-1.9,14,29.8,44.7,91,-2.3,0.44,1,155,6
38.2,20.7,90,-1.9,12,31.3,NaN,91,-2.4,0.41,0.8,145,5
37.2,22.8,90,-1.8,9,28.1,51.4,91,-2.3,0.41,0.6,144,6
36.2,23.6,90,-1.9,8,29.7,59.5,91,-2.3,NaN,0.6,138,4
35.3,24.5,89,-1.9,7,30.7,45.3,91,-2.3,0.46,0.7,134,5
33,23.2,89,-1.9,8,28.6,45.2,91,-2.3,0.39,0.8,111,4
28.5,22.4,89,-1.8,9,26.5,45.8,91,-2.3,0.38,1.3,118,6
27.6,22.3,89,-1.8,9,27.6,37.2,91,-2.4,0.39,1.2,126,5
28.5,22,90,-1.9,7,25.1,48.2,92,-2.5,0.41,1.2,120,6
34.2,21.7,88,-1.6,12,25.1,41.9,92,-2.5,0.39,1.1,112,5
28.9,16.1,88,-2.3,22,28,44.3,91,-2.4,0.4,1.1,96,6
27.4,15.2,87,-2.4,26,23.9,42.3,90,-2.3,0.39,0.9,116,9
28.2,17.3,86,-2.1,25,26.4,41.4,90,-2.2,0.37,0.3,107,24
28.7,16.1,82,-1.5,30,27.3,37.9,88,-2,0.37,0.4,7,39
29.9,17.1,81,-1.2,30,29.4,71.4,86,-1.6,0.44,0.2,304,35
31.8,18.8,81,-0.9,30,35,57.5,86,-1.7,0.43,0.1,285,36
33.4,20.5,83,-1.2,30,30.8,79.5,86,-1.3,0.49,1,320,43
33.7,21.7,81,-0.9,28,29.6,55.5,86,-1.4,0.5,0.5,329,51
32.9,22.7,80,-0.5,27,28.7,70.4,85,-1.1,0.49,0.2,319,98
31.8,21.3,81,-0.6,30,32.2,40,84,-1,0.41,0.8,318,68
30.1,19.6,80,-0.5,35,32.9,56.2,82,-0.6,0.45,1.1,307,78
27.6,17.8,78,-0.3,37,31.3,48.7,81,-0.4,0.42,0.9,298,97
25.8,17.6,78,-0.3,36,32,36.4,81,-0.5,0.38,1.3,302,76
24.8,16.4,78,0,36,29.2,34,81,-0.5,0.39,1.5,312,60
24.4,18.3,78,0,34,29.6,41.1,81,-0.4,0.4,2,317,74
21.5,17.9,79,-0.3,33,27,52.7,82,-0.6,0.41,2.4,325,43
21.1,17.3,80,-0.8,32,30.2,55,84,-1,0.41,2.3,345,25
20.2,16.6,81,-1.4,33,23.2,53.9,84,-1.4,0.45,2.1,348,10
NaN,16.2,82,-1.6,32,24.6,46.7,84,-1.7,0.41,2,335,6
NaN,NaN,82,-1.5,26,27.2,52,84,-1.7,0.43,2.3,320,3
24.8,21.2,81,-1.4,24,26.3,53.1,83,-1.6,0.46,2.1,308,4
20.4,21.1,81,-1.3,24,27.4,78.5,83,-1.4,0.55,2.1,310,4
21.1,20.5,81,-1.2,23,30.3,111.1,84,-1.5,0.59,2.1,301,5
22.4,18.6,81,-1.4,25,30.2,93.5,84,-1.7,0.6,1,296,3
23.4,21.4,82,-1.4,20,29.4,69.5,85,-1.8,0.55,1.6,299,4
21.2,20.6,81,-1.2,NaN,29.1,65,86,-1.9,0.5,1.4,308,4
20.8,20.2,81,-1.2,22,31.2,74.4,86,-1.9,0.52,1.4,306,5
21.8,16.5,82,-1.5,27,30.7,73.6,86,-1.9,0.51,1.4,311,4
22.5,14.8,82,-1.8,28,33.1,64.9,86,-1.8,0.55,1.8,311,5
NaN,14.2,83,-1.9,28,30.1,54,86,-2,0.49,2.2,311,4
28.2,14.4,83,-1.8,25,26,34.5,86,-2.1,0.46,2,331,4
30.1,15.3,83,-1.9,23,20.3,37.1,86,-1.9,0.46,1.5,311,4
NaN,15.9,83,-1.9,23,16.5,32.1,86,-2,0.42,1.3,309,5
27.8,14.2,82,-1.6,25,27.5,34.8,86,-2,0.44,2,296,4
30,13.6,82,-1.8,26,33.2,27.3,86,-2.1,0.4,1.9,316,5
31.6,13.5,82,-1.8,26,26.6,28.4,86,-2.1,0.41,1.7,308,4
33.3,12.5,82,-2,27,30.3,24.5,87,-2.3,0.38,1.7,301,5
35,11.6,82,-1.8,27,31.2,21.7,87,-2.3,0.4,1.9,294,4
36.2,12.8,82,-1.9,25,32.7,24,88,-2.3,0.38,1.7,299,5
36.7,12.7,82,-1.9,24,33,28.5,88,-2.4,0.41,1.7,291,4
37.7,13.6,83,-2,22,34.9,32.5,88,-2.4,0.38,1.4,315,5
NaN,14.9,83,-2.2,19,33.6,NaN,88,-2.5,0.43,1.4,309,4
43.3,17.3,84,-2.4,16,32.2,35.4,88,-2.5,0.4,1.5,341,6
44.4,16.8,84,-2.3,17,34.8,32.3,90,-2.7,NaN,1.3,5,5
44,16.5,86,-2.3,16,33.3,61.8,91,-2.7,0.47,1.6,333,5
45,19.4,88,-2.3,12,44.4,115.4,92,-2.6,0.63,1.4,331,4
46.4,25.2,89,-2.4,6,48.7,129.6,92,-2.7,0.59,1.6,334,5
NaN,29.5,89,-2.4,4,47.1,147.5,92,-2.7,0.68,1.3,309,3
47.6,39.8,89,-2.4,3,43.3,137.3,93,-2.6,0.63,1.9,325,3
46.2,38.8,90,-2.5,4,44.3,144.3,93,-2.6,0.65,1.6,322,4
47.7,41.8,90,-2.6,5,45,104.1,93,-2.8,0.6,2.2,318,9
49.1,37.2,91,-2.7,9,45.6,114.1,93,-2.7,0.6,2.4,325,15
42.8,32.4,90,-2.6,11,44.4,95.6,93,-2.8,0.58,2,331,19
42.1,34.1,90,-2.6,12,42.7,103.4,93,-2.7,0.68,0.9,346,21
39.5,37.2,88,-2,15,43,95.3,93,-2.3,0.57,0.5,337,38
NaN,36.3,84,-1.4,19,41.4,68.8,91,-1.9,0.59,0.6,316,50
40.1,41,81,-0.6,17,41.1,64.6,88,-1.6,0.5,0.3,310,53
40.5,28.3,81,-0.8,24,43,143.8,86,-1.3,0.68,0.1,313,65
42.5,32.9,82,-0.7,22,44.5,180,85,-1.2,0.68,0.3,171,66
44.1,42.4,82,-0.6,18,46.3,145.9,86,-1.3,0.69,0.7,173,107
47.9,48.3,82,-0.5,17,44.3,121.5,85,-1,0.6,0.4,195,100
50.5,NaN,82,-0.6,NaN,48.6,167.5,84,-1,0.79,0.3,243,131
45.9,NaN,82,-0.7,NaN,47.6,132.2,84,-0.8,0.68,0.8,307,113
37.9,37.4,82,-0.8,3,48.7,88.9,84,-1.1,0.59,1.9,324,66
36.5,30.8,82,-0.9,3,42.8,76.5,84,-1.4,0.55,1.6,3,45
37.5,30.6,83,-1,3,32.1,88.2,84,-1.4,0.58,1.7,339,17
37,33.4,84,-1.1,2,34.6,73,83,-1.4,0.55,0.9,320,6
40.7,32.3,85,-1.3,2,36.8,150.1,85,-1.3,0.79,0.5,232,3
43.7,43.6,85,-1.2,1,41.4,119,85,-1.2,0.63,0.8,298,5
49.7,NaN,86,-1.2,4,39.2,104.2,85,-1.4,0.62,2.1,327,4
51,34.4,87,-1.4,4,37.2,82.4,86,-1.4,0.56,1.9,325,5
48.4,31.1,87,-1.6,6,40,73.2,87,-1.4,0.59,1.5,306,4
51.5,34.5,87,-1.4,3,38.5,61.5,87,-1.4,0.55,0.6,298,5
49.8,31.4,87,-1.4,4,41.2,63.7,87,-1.4,0.62,0.6,276,5
NaN,35.5,87,-1.4,3,41.5,92.6,89,-1.6,0.86,0.3,229,6
51,41.2,89,-1.6,NaN,43,105.8,90,-1.8,0.74,0.9,146,4
51.8,49.1,89,-1.7,3,49.8,116.3,91,-1.9,0.77,0.8,163,6
49.5,53.3,90,-1.6,2,49.2,112.9,91,-1.9,0.86,0.8,138,5
50.6,64.1,89,-1.1,3,48,77.2,91,-1.9,0.66,0.1,192,6
47.5,66.9,88,-1.3,3,47.6,64.8,90,-1.7,0.61,0.3,314,5
45.6,71,88,-1.3,2,46,71.5,90,-1.6,0.67,0.4,157,6
46,64.3,87,-1.1,2,44.8,59.4,90,-1.6,0.62,0.1,138,5
